# CosIng Ingredients-Fragrance Inventory v2 (EU Commission open data); official CSV export dated 2020-12-30 (data last update 2020-12-15), retrieved via Internet Archive snapshot 20201230181855
# columns: inci_name,functions (functions ';'-separated, lowercase)
inci_name,functions
TRIRICINOLEIN,refatting;skin conditioning;skin conditioning - emollient;viscosity controlling
TRIS BUFFERED SALINE,buffering
TRIS(ACETIMINOACETOXYETHOXY METHACRYLATE) PPG-6 TRIMETHYLOLPROPANE,binding;film forming
TRIS(N-HYDROXYETHYL) HEXAHYDROTRIAZINE,skin conditioning;skin protecting
TRIS(N-HYDROXYETHYL)HEXAHYDROTRIAZINE,preservative
TRIS(N-HYDROXYPROPYL) HEXAHYDROTRIAZINE,antimicrobial
TRIS(NONYLPHENYL)PHOSPHITE,antioxidant
TRIS(PEG-2 PHENYLALANYLCARBOXAMIDO) CYCLOHEXANE,emulsion stabilising;viscosity controlling
TRIS(PPG-3 BENZYL ETHER) CITRATE,skin conditioning - emollient
TRIS(T-BUTYL HYDROXYDIMETHYLBENZYL) ISOCYANURIC ACID,antioxidant
TRIS(TETRAMETHYLHYDROXYPIPERIDINOL) CITRATE,uv absorber
TRIS(TETRAMETHYLHYDROXYPIPERIDINOL)CITRATE,light stabilizer
TRIS-ACRYLOYL PPG-6 HDI ISOCYANURATE TRIMER,nail conditioning
TRIS-BHT MESITYLENE,antioxidant
TRIS-BIPHENYL TRIAZINE,light stabilizer;uv absorber;uv filter
TRIS-ETHOXYDIGLYCOL PHOSPHATE,humectant;skin conditioning
TRIS-HEA IPDI ISOCYANURATE TRIMER,film forming
TRIS-HEA/HDI ISOCYANURATE TRIMER,nail conditioning
TRIS-HYDROGENDIMETHYL SILOXYPHENYLSILANE,film forming
TRIS-HYDROXYETHYL ISOCYANURATE DIACRYLATE,binding
TRIS-HYDROXYMETHYLNITROMETHANE,antimicrobial
TRIS-OLEOYLTROMETHAMINE ETHANE SULFONIC ACID,skin conditioning;skin protecting
TRIS-TRIBUTOXYSILOXYMETHYLSILANE,skin conditioning - emollient
TRISEBACIN,refatting;skin conditioning;skin conditioning - emollient;viscosity controlling
TRISILOXANE,antifoaming;skin conditioning
TRISILOXANEPROPYL GLYCERYL METHACRYLATE,binding;film forming;surfactant - cleansing;surfactant - emulsifying;surfactant - foam boosting
TRISODIUM ASCORBYL HEXYLDECANOATE PHOSPHATE,anti-sebum;antioxidant;bleaching;humectant;surfactant - cleansing
TRISODIUM ASCORBYL ISOPALMITATE PHOSPHATE,antioxidant;skin conditioning
TRISODIUM ASCORBYL PALMITATE PHOSPHATE,antioxidant;skin conditioning
TRISODIUM CHLORIN E6,skin conditioning
TRISODIUM DICARBOXYMETHYL ALANINATE,chelating
TRISODIUM EDTA,chelating
TRISODIUM ETHYLENEDIAMINE DISUCCINATE,chelating
TRISODIUM FRUCTOSE DIPHOSPHATE,antioxidant;chelating
TRISODIUM GLYCYRRHIZATE,fragrance;skin conditioning
TRISODIUM HEDTA,chelating
TRISODIUM INOSITOL TRIPHOSPHATE,skin conditioning
TRISODIUM LAUROAMPHO PG-ACETATE CHLORIDE PHOSPHATE,antistatic;cleansing;hair conditioning;surfactant - cleansing;surfactant - foam boosting;surfactant - hydrotrope
TRISODIUM NTA,chelating
TRISODIUM PHOSPHATE,buffering;chelating
TRISODIUM RESVERATROL TRIPHOSPHATE,antioxidant;skin conditioning
TRISODIUM SULFOSUCCINATE,buffering;chelating;surfactant - cleansing;surfactant - hydrotrope
TRISODIUM TETRAMETHYLHEXADECENYLCYSTEINE BIS-CARBOXYMETHYL FORMYLAMINE,skin protecting
TRISTANIOPSIS LAURINA LEAF EXTRACT,antioxidant;hair conditioning;skin conditioning
TRISTEARDIMONIUMACETYL CASTOR OIL CHLORIDE,skin conditioning - emollient
TRISTEARIN,skin conditioning;viscosity controlling
TRISTEARYL CITRATE,skin conditioning;skin conditioning - emollient
TRISTEARYL PHOSPHATE,plasticiser;surfactant - cleansing
TRITELEIA IXIOIDES EXTRACT,antioxidant;antistatic;skin conditioning;skin conditioning - emollient
TRITELEIA IXIOIDES FLOWER EXTRACT,fragrance
TRITICUM AESTIVUM FLOUR LIPIDS,skin conditioning
TRITICUM AESTIVUM GERM EXTRACT,antioxidant;skin conditioning
TRITICUM AESTIVUM GERM OIL,skin conditioning - emollient
TRITICUM AESTIVUM LEAF EXTRACT,antioxidant
TRITICUM AESTIVUM PEPTIDE,film forming;hair conditioning;skin conditioning
TRITICUM AESTIVUM SEED EXTRACT,hair conditioning;perfuming;skin conditioning
TRITICUM MONOCOCCUM SEED EXTRACT,skin conditioning
TRITICUM MONOCOCCUM STEM WATER,flavouring
TRITICUM SPELTA SEED WATER,skin conditioning
TRITICUM TURGIDUM DURUM SEED EXTRACT,skin conditioning
TRITICUM VULGARE BRAN,abrasive;bulking
TRITICUM VULGARE BRAN EXTRACT,skin conditioning;skin protecting
TRITICUM VULGARE BRAN LIPIDS,skin conditioning
TRITICUM VULGARE FLOUR EXTRACT,skin conditioning
TRITICUM VULGARE FLOUR LIPIDS,skin conditioning
TRITICUM VULGARE GERM,bleaching;skin conditioning;skin protecting
TRITICUM VULGARE GERM EXTRACT,skin conditioning;skin protecting
TRITICUM VULGARE GERM OIL,humectant;skin conditioning;skin conditioning - emollient
TRITICUM VULGARE GERM OIL UNSAPONIFIABLES,hair conditioning;skin conditioning;skin conditioning - emollient
TRITICUM VULGARE GERM POWDER,skin conditioning;skin protecting
TRITICUM VULGARE GERM PROTEIN,hair conditioning;skin conditioning;skin conditioning - emollient
TRITICUM VULGARE GLUTEN,binding;hair conditioning;humectant;skin conditioning
TRITICUM VULGARE GLUTEN EXTRACT,skin conditioning
TRITICUM VULGARE KERNEL FLOUR,abrasive;bulking;viscosity controlling
TRITICUM VULGARE PROTEIN,buffering;film forming;hair conditioning;skin conditioning;skin conditioning - emollient;skin protecting
TRITICUM VULGARE SEED EXTRACT,buffering;detangling;skin conditioning;skin protecting
TRITICUM VULGARE SPROUT EXTRACT,skin conditioning;skin protecting
TRITICUM VULGARE STARCH,abrasive;absorbent;binding;bulking;viscosity controlling
TRITICUM VULGARE STRAW WATER,skin conditioning
TRITICUM VULGARE/AESTIVUM GRAIN EXTRACT,hair conditioning;skin conditioning
TRITICUM-SECALE CEREALE SEED EXTRACT,skin conditioning
TRIUNDECANOIN,hair conditioning;skin conditioning
TROLOX,skin conditioning
TROLOXOYL DECAPEPTIDE-10,skin conditioning
TROLOXOYL DECAPEPTIDE-18,skin conditioning
TROLOXOYL NONAPEPTIDE-38,skin conditioning
TROLOXOYL OLIGOPEPTIDE-143,skin conditioning
TROLOXOYL OLIGOPEPTIDE-33,skin conditioning
TROLOXOYL SH-PENTAPEPTIDE-12 SP,skin conditioning - miscellaneous
TROMETHAMINE,buffering;fragrance
TROMETHAMINE ACRYLATES/ACRYLONITROGENS COPOLYMER,film forming;viscosity controlling
TROMETHAMINE HCL,antimicrobial
TROMETHAMINE MAGNESIUM ALUMINUM SILICATE,viscosity controlling
TROMETHAMINE POLYACRYLATE,bulking;opacifying;skin conditioning
TRONA,antioxidant;skin protecting
TROPAEOLUM MAJUS EXTRACT,antimicrobial;skin conditioning;tonic
TROPAEOLUM MAJUS FLOWER EXTRACT,skin conditioning
TROPAEOLUM MAJUS FLOWER/LEAF EXTRACT,refreshing;skin conditioning
TROPAEOLUM MAJUS FLOWER/LEAF/STEM EXTRACT,skin conditioning
TROPAEOLUM MAJUS LEAF EXTRACT,skin conditioning
TROPAEOLUM MAJUS SEED EXTRACT,skin conditioning
TROPOLONE,skin conditioning
TROXERUTIN,skin conditioning
TRYPSIN,hair conditioning;skin conditioning
TRYPTOPHAN,antistatic;fragrance;hair conditioning
TSUGA CANADENSIS BARK EXTRACT,skin conditioning
TSUGA CANADENSIS LEAF EXTRACT,skin protecting
TSUGA CANADENSIS LEAF OIL,fragrance
TSUGA CANADENSIS OIL,fragrance;skin conditioning
TSUGA HETEROPHYLLA BARK POWDER,skin conditioning
TUBER AESTIVUM EXTRACT,skin protecting
TUBER MAGNATUM EXTRACT,skin conditioning
TUBER MELANOSPORUM EXTRACT,humectant;skin conditioning
TUBER MELANOSPORUM WHOLE PLANT OIL,perfuming
TULIPA DARWIN FLOWER EXTRACT,skin conditioning;skin conditioning - emollient
TULIPA GESNERIANA CALLUS CULTURE EXTRACT,absorbent;antimicrobial;antioxidant;humectant
TULIPA GESNERIANA FLOWER EXTRACT,skin conditioning
TULIPA GESNERIANA FLOWER WATER,skin conditioning
TULIPA GESNERIANA PHYTOPLACENTA EXTRACT,antioxidant;hair conditioning;humectant;skin conditioning
TULIPA HYBRID FLOWER EXTRACT,skin conditioning
TULIPA KAUFMANNIANA BULB EXTRACT,skin conditioning
TULIPALIN A,skin protecting
TULIPALIN B,skin protecting
TUNA EXTRACT,skin conditioning
TUNGSTEN DISULFIDE,abrasive;deodorant
TUNGSTEN OXIDE,abrasive;deodorant
TURNERA DIFFUSA FLOWER/LEAF/STEM OIL,fragrance
TURNERA DIFFUSA LEAF EXTRACT,skin conditioning
TURPENTINE,perfuming
TURQUOISE POWDER,skin protecting
TURTLE EMBRYONIC FIBROBLAST CONDITIONED MEDIA,humectant
TURTLE EXTRACT,skin conditioning;skin conditioning - emollient
TURTLE OIL,skin conditioning
TUSSILAGO FARFARA CALLUS CULTURE EXTRACT,skin conditioning
TUSSILAGO FARFARA FLOWER EXTRACT,astringent;skin conditioning - emollient
TUSSILAGO FARFARA FLOWER/LEAF EXTRACT,skin conditioning
TUSSILAGO FARFARA LEAF EXTRACT,astringent;skin conditioning;skin conditioning - emollient
TYPHA ANGUSTIFOLIA SPIKE EXTRACT,skin conditioning
TYPHA LATIFOLIA SPIKE EXTRACT,skin conditioning
TYPHA ORIENTALIS EXTRACT,skin conditioning
TYRAMINE HCL,antioxidant;skin conditioning - miscellaneous
TYRAMINE HYALURONAMIDE,humectant;skin conditioning
TYROSINASE,skin conditioning
TYROSINE,antistatic;fragrance;hair conditioning;skin conditioning
TYROSYL HISTIDINE HCI,antioxidant
TYROSYL HISTIDINE HCL,antioxidant
UAPACA BOJERI LEAF EXTRACT,antioxidant
UBIQUINOL,antioxidant;humectant;skin conditioning;skin protecting
UBIQUINONE,antioxidant;skin conditioning
UDDER EXTRACT,skin conditioning
UDOTEA ABBOTTIORUM CALLUS CULTURE EXTRACT,skin conditioning
UFIPRAZOLE,skin conditioning
UGNI MOLINAE LEAF EXTRACT,skin conditioning
ULEX EUROPAEUS FLOWER EXTRACT,skin conditioning
ULEX EUROPAEUS LEAF/ROOT/STEM EXTRACT,skin conditioning
ULKENIA AMOEBOIDEA OIL,skin conditioning;skin conditioning - emollient
ULMUS AMERICANA FLOWER EXTRACT,skin conditioning
ULMUS CAMPESTRIS BARK EXTRACT,astringent;skin conditioning
ULMUS DAVIDIANA BARK EXTRACT,humectant;skin conditioning;skin protecting
ULMUS DAVIDIANA BRANCH EXTRACT,antioxidant;humectant;skin conditioning
ULMUS DAVIDIANA CALLUS CULTURE EXTRACT,skin conditioning
ULMUS DAVIDIANA ROOT EXTRACT,skin conditioning
ULMUS FULVA BARK,moisturising
ULMUS FULVA BARK EXTRACT,moisturising
ULMUS PARVIFOLIA LEAF EXTRACT,skin conditioning
ULTRAMARINES,hair dyeing
ULVA AUSTRALIS EXTRACT,skin conditioning;skin conditioning - emollient
ULVA LACTUCA EXTRACT,skin conditioning;skin protecting
ULVA LACTUCA POWDER,absorbent;binding;viscosity controlling
ULVA LINZA EXTRACT,skin conditioning;skin conditioning - emollient
ULVA PERTUSA EXTRACT,bleaching
ULVA RAMULOSA CALLUS CULTURE EXTRACT,skin conditioning
UMBER,absorbent
UMBILICAL CORD CELL EXTRACT,skin conditioning;skin protecting
UMBILICAL EXTRACT,skin conditioning
UNCARIA GAMBIR EXTRACT,astringent
UNCARIA RHYNCHOPHYLLA EXTRACT,skin conditioning
UNCARIA SINENSIS EXTRACT,skin conditioning
UNCARIA TOMENTOSA BARK EXTRACT,antioxidant;skin conditioning;skin protecting
UNCARIA TOMENTOSA BARK POWDER,skin conditioning
UNCARIA TOMENTOSA EXTRACT,skin conditioning
UNDARIA PETERSENIANA EXTRACT,skin conditioning
UNDARIA PINNATIFIDA CELL CULTURE EXTRACT,hair conditioning;skin conditioning
UNDARIA PINNATIFIDA EXTRACT,skin conditioning;skin protecting
UNDARIA PINNATIFIDA LEAF/STEM EXTRACT,skin conditioning - emollient
UNDARIA PINNATIFIDA POWDER,absorbent;binding;viscosity controlling
UNDARIA PINNATIFIDA ROOT POWDER,humectant;skin conditioning
UNDARIA PINNATIFIDA SPOROPHYLL EXTRACT,skin conditioning
UNDARIA PINNATIFIDA VESICLES,humectant;skin conditioning;skin protecting
UNDECADIENAL,perfuming
UNDECANAL,perfuming
UNDECANE,skin conditioning;skin conditioning - emollient
UNDECANOIC ACID,anti-sebum;cleansing;fragrance;surfactant - cleansing;surfactant - emulsifying
UNDECANOIC ACID DIMETHICONES,surfactant - cleansing;surfactant - emulsifying;viscosity controlling
UNDECATRIENE,perfuming
UNDECENAL,perfuming
UNDECENAL/CYANO-ACETATIC ACID,perfuming
UNDECENOYL SERINE/SILK AMINO ACID METHYL ESTERS,hair conditioning;nail conditioning;skin conditioning
UNDECETH-10,cleansing;solvent;surfactant - cleansing;surfactant - emulsifying
UNDECETH-11,skin conditioning;skin conditioning - emollient;surfactant - cleansing;surfactant - emulsifying
UNDECETH-3,skin conditioning;skin conditioning - emollient;surfactant - cleansing;surfactant - emulsifying
UNDECETH-40,emulsion stabilising;skin conditioning;surfactant - cleansing
UNDECETH-5,surfactant - cleansing;surfactant - emulsifying
UNDECETH-5 CARBOXYLIC ACID,cleansing;surfactant - cleansing
UNDECETH-7,skin conditioning;skin conditioning - emollient;surfactant - cleansing;surfactant - emulsifying
UNDECETH-8,skin conditioning;skin conditioning - emollient;surfactant - cleansing;surfactant - emulsifying
UNDECETH-9,skin conditioning;skin conditioning - emollient;surfactant - cleansing;surfactant - emulsifying
UNDECYL ALCOHOL,anti-sebum;fragrance;skin conditioning;skin conditioning - emollient;viscosity controlling
UNDECYL DIMETHYL OXAZOLINE,skin conditioning
UNDECYL GLUCOSIDE,cleansing;surfactant - cleansing
UNDECYL RHAMNOSIDE,anti-sebum
UNDECYLCRYLENE DIMETHICONE,film forming
UNDECYLENAL,fragrance;perfuming
UNDECYLENAMIDE DEA,anti-seborrheic;antimicrobial;antistatic;hair conditioning;surfactant - foam boosting;viscosity controlling
UNDECYLENAMIDE MEA,antimicrobial;antistatic;hair conditioning;surfactant - cleansing;surfactant - foam boosting;viscosity controlling
UNDECYLENAMIDOPROPYL BETAINE,antistatic;cleansing;hair conditioning;skin conditioning;surfactant - cleansing;surfactant - foam boosting;viscosity controlling
UNDECYLENAMIDOPROPYL PEG-2 DIMONIUM UNDECYLENATE,anti-seborrheic
UNDECYLENAMIDOPROPYLAMINE OXIDE,cleansing;hair conditioning;surfactant - cleansing;surfactant - foam boosting;surfactant - hydrotrope
UNDECYLENAMIDOPROPYLTRIMONIUM METHOSULFATE,antimicrobial;antistatic;hair conditioning
UNDECYLENETH-6,anti-seborrheic;antimicrobial;surfactant - cleansing;surfactant - emulsifying
UNDECYLENIC ACID,antimicrobial;fragrance;preservative;surfactant - cleansing;surfactant - emulsifying
UNDECYLENIC GLYCERIDES,
UNDECYLENOYL COLLAGEN AMINO ACIDS,antistatic;cleansing;surfactant - cleansing
UNDECYLENOYL GLYCINE,cleansing;hair conditioning;surfactant - cleansing
UNDECYLENOYL GRAPE SEED EXTRACT,antioxidant
UNDECYLENOYL HYDROLYZED COLLAGEN,antistatic;cleansing;hair conditioning;skin conditioning;surfactant - cleansing
UNDECYLENOYL INULIN,emulsion stabilising;skin conditioning;skin conditioning - emollient
UNDECYLENOYL OAT AMINO ACIDS,cleansing;hair conditioning;surfactant - cleansing
UNDECYLENOYL PEG-5 PARABEN,antimicrobial
UNDECYLENOYL PHENYLALANINE,skin conditioning
UNDECYLENOYL SARCOSINE,anti-seborrheic;anti-sebum;preservative
UNDECYLENOYL WHEAT AMINO ACIDS,cleansing;hair conditioning;surfactant - cleansing
UNDECYLENOYL XANTHAN GUM,emulsion stabilising;hair conditioning
UNDECYLENYL ALCOHOL,antistatic;fragrance;perfuming;skin conditioning
UNDECYLPENTADECANOL,skin conditioning;skin conditioning - emollient
URACIL,skin conditioning
UREA,antistatic;buffering;humectant;skin conditioning
UREA PEROXIDE,oxidising
UREA-D-GLUCURONIC ACID,hair conditioning;humectant
UREASE,viscosity controlling
URGINEA MARITIMA TUBER EXTRACT,deodorant;fragrance
URIC ACID,buffering;skin conditioning
URIDINE,skin conditioning;skin protecting
UROCANIC ACID,uv absorber
URSODIOL,skin conditioning;skin protecting
URSOLIC ACID,fragrance;perfuming;skin conditioning
URSOLOYL PENTAPEPTIDE-4,antioxidant;skin conditioning;skin protecting
URSOLOYL TETRAPEPTIDE-37,antioxidant;skin protecting
URSOLOYL TRIPEPTIDE-1,antioxidant;skin protecting
URSOLOYL TRIPEPTIDE-35,antioxidant;skin protecting
URTICA DIOICA,hair conditioning
URTICA DIOICA EXTRACT,anti-seborrheic;astringent;hair conditioning;skin conditioning;soothing;tonic
URTICA DIOICA JUICE,skin conditioning
URTICA DIOICA LEAF EXTRACT,skin conditioning
URTICA DIOICA LEAF POWDER,abrasive
URTICA DIOICA LEAF/TUSSILAGO FARFARA LEAF/EQUISETUM ARVENSE STEM/ROSMARINUS OFFICINALIS LEAF/SALVIA OFFICINALIS LEAF/ACHILLEA MILLEFOLIUM FLOWER/MENYANTHES TRIFOLIATA LEAF/BETULA ALBA LEAF EXTRACT,humectant
URTICA DIOICA ROOT EXTRACT,skin conditioning
URTICA URENS FLOWER/LEAF/STEM EXTRACT,skin conditioning
URTICA URENS LEAF EXTRACT,skin conditioning
USNEA BARBATA CALLUS EXTRACT,antimicrobial;antioxidant;humectant;skin conditioning
USNEA BARBATA EXTRACT,deodorant
USNEA FILIPENDULA EXTRACT,skin conditioning
USNEA LONGISSIMA EXTRACT,skin conditioning
USNEA LONGISSIMA/AQUILARIA AGALLOCHA STEM EXTRACT,humectant;skin conditioning
USNIC ACID,antimicrobial
USTILAGO ESCULENTA/ZIZANIA LATIFOLIA STEM FERMENT EXTRACT,skin conditioning
VA/BUTYL MALEATE/ISOBORNYL ACRYLATE COPOLYMER,film forming
VA/CROTONATES COPOLYMER,antistatic;binding;film forming;hair fixing
VA/CROTONATES/METHACRYLOXYBENZOPHENONE-1 COPOLYMER,film forming;hair fixing;uv absorber
VA/CROTONATES/VINYL NEODECANOATE COPOLYMER,antistatic;film forming;hair fixing
VA/CROTONATES/VINYL PROPIONATE COPOLYMER,film forming;hair fixing
VA/CROTONIC ACID/PEG-20M COPOLYMER,film forming
VA/DBM COPOLYMER,film forming;hair fixing
VA/ISOBUTYL MALEATE/VINYL NEODECANOATE COPOLYMER,film forming
VA/VINYL BUTYL BENZOATE/CROTONATES COPOLYMER,film forming;hair fixing
VA/VINYL CHLORIDE COPOLYMER,film forming
VACCINIUM ANGUSTIFOLIUM FRUIT,astringent;skin conditioning
VACCINIUM ANGUSTIFOLIUM FRUIT EXTRACT,skin protecting;soothing
VACCINIUM ANGUSTIFOLIUM FRUIT JUICE,astringent;skin conditioning
VACCINIUM ANGUSTIFOLIUM LEAF EXTRACT,skin conditioning
VACCINIUM ANGUSTIFOLIUM SEED,abrasive
VACCINIUM CORYMBOSUM (BLUEBERRY) FRUIT WATER,skin conditioning
VACCINIUM CORYMBOSUM FRUIT,skin conditioning
VACCINIUM CORYMBOSUM FRUIT EXTRACT,skin conditioning
VACCINIUM CORYMBOSUM SEED,abrasive;skin conditioning
VACCINIUM CORYMBOSUM SEED OIL,antioxidant;skin conditioning - emollient
VACCINIUM DUNALIANUM LEAF EXTRACT,skin conditioning
VACCINIUM MACROCARPON FRUIT,skin conditioning
VACCINIUM MACROCARPON FRUIT EXTRACT,astringent
VACCINIUM MACROCARPON FRUIT JUICE,skin conditioning
VACCINIUM MACROCARPON FRUIT POWDER,antioxidant
VACCINIUM MACROCARPON FRUIT WATER,fragrance;perfuming
VACCINIUM MACROCARPON SEED,abrasive
VACCINIUM MACROCARPON SEED OIL,skin conditioning
VACCINIUM MACROCARPON SEED POWDER,abrasive
VACCINIUM MACROCARPON SEEDCAKE POWDER,skin conditioning
VACCINIUM MICROCARPUM FRUIT JUICE,antioxidant;skin conditioning
VACCINIUM MYRTILLUS BUD EXTRACT,antioxidant
VACCINIUM MYRTILLUS FRUIT EXTRACT,skin conditioning
VACCINIUM MYRTILLUS FRUIT JUICE,skin conditioning
VACCINIUM MYRTILLUS FRUIT WATER,skin conditioning
VACCINIUM MYRTILLUS FRUIT/LEAF EXTRACT,astringent;refreshing;skin conditioning;tonic
VACCINIUM MYRTILLUS LEAF CELL EXTRACT,skin conditioning
VACCINIUM MYRTILLUS LEAF EXTRACT,astringent;hair conditioning;nail conditioning;skin conditioning
VACCINIUM MYRTILLUS SEED EXTRACT,skin conditioning
VACCINIUM MYRTILLUS SEED OIL,skin conditioning
VACCINIUM MYRTILLUS SEEDCAKE POWDER,abrasive;skin conditioning
VACCINIUM MYRTILLUS STEM EXTRACT,antioxidant;astringent
VACCINIUM OLDHAMII FRUIT EXTRACT,skin conditioning
VACCINIUM OXYCOCCOS FRUIT EXTRACT,skin conditioning
VACCINIUM OXYCOCCOS FRUIT WATER,skin conditioning
VACCINIUM OXYCOCCOS SEED EXTRACT,skin conditioning
VACCINIUM OXYCOCCOS SEEDCAKE,skin conditioning
VACCINIUM ULIGINOSUM BERRY EXTRACT,skin conditioning
VACCINIUM VIRGATUM CALLUS EXTRACT,anti-sebum;antioxidant;hair conditioning;humectant;skin protecting
VACCINIUM VIRGATUM FRUIT JUICE,humectant;skin conditioning
VACCINIUM VIRGATUM LEAF EXTRACT,humectant;skin conditioning
VACCINIUM VIRGATUM STEM EXTRACT,antioxidant
VACCINIUM VITIS-IDAEA FRUIT EXTRACT,antioxidant
VACCINIUM VITIS-IDAEA FRUIT JUICE,skin conditioning
VACCINIUM VITIS-IDAEA FRUIT WATER,fragrance;skin conditioning
VACCINIUM VITIS-IDAEA LEAF EXTRACT,astringent;skin conditioning;tonic
VACCINIUM VITIS-IDAEA LEAF PROTOPLASTS,antioxidant;humectant;skin conditioning
VACCINIUM VITIS-IDAEA SEED OIL,antioxidant;skin conditioning;skin conditioning - emollient;skin protecting
VALENCENE,skin conditioning;skin protecting
VALERALDEHYDE,perfuming
VALERALDEHYDE HEXYLENEGLYCOL ACETAL,perfuming
VALERIANA CELTICA EXTRACT,skin conditioning
VALERIANA FAURIEI RHIZOME/ROOT EXTRACT,skin conditioning
VALERIANA FAURIEI ROOT EXTRACT,skin conditioning
VALERIANA JATAMANSI RHIZOME OIL,anti-sebum;antimicrobial;fragrance;humectant;skin conditioning;skin conditioning - emollient
VALERIANA OFFICINALIS COLLINA ROOT EXTRAXT,perfuming
VALERIANA OFFICINALIS RHIZOME EXTRACT,skin conditioning
VALERIANA OFFICINALIS RHIZOME/ROOT,soothing
VALERIANA OFFICINALIS RHIZOME/ROOT EXTRACT,fragrance;skin conditioning;soothing
VALERIANA OFFICINALIS ROOT EXTRACT,skin conditioning
VALERIANA OFFICINALIS ROOT OIL,fragrance;perfuming
VALERIANA WALLICHII ROOT EXTRACT,skin conditioning
VALERIC ACID,perfuming
VALINE,antistatic;fragrance;hair conditioning;skin conditioning
VALPROIC ACID,skin conditioning
VALPROOYL OLIGOPEPTIDE-33,skin conditioning
VANDA COERULEA EXTRACT,antioxidant
VANDA COERULEA FLOWER EXTRACT,skin conditioning
VANILLA BAHIANA FRUIT EXTRACT,fragrance;skin conditioning - emollient
VANILLA PLANIFOLIA FLOWER EXTRACT,skin conditioning
VANILLA PLANIFOLIA FRUIT,fragrance;skin protecting;smoothing
VANILLA PLANIFOLIA FRUIT EXTRACT,skin conditioning;skin protecting;smoothing
VANILLA PLANIFOLIA FRUIT OIL,skin conditioning;skin conditioning - emollient
VANILLA PLANIFOLIA FRUIT WATER,skin conditioning
VANILLA PLANIFOLIA LEAF CELL EXTRACT,antioxidant;skin protecting
VANILLA PLANIFOLIA SEED,skin conditioning
VANILLA PLANIFOLIA SEED POWDER,abrasive
VANILLA PLANIFOLIA TINCTURE,perfuming
VANILLA TAHITENSIS FRUIT,fragrance
VANILLA TAHITENSIS FRUIT EXTRACT,skin conditioning
VANILLA TAHITENSIS SEED,abrasive
VANILLIC ACID,not reported
VANILLIN,fragrance
VANILLOSMOPSIS ERYTHROPAPPA FLOWER/LEAF EXTRACT,skin conditioning
VANILLOSMOPSIS ERYTHROPAPPA FLOWER/LEAF OIL,fragrance;perfuming;skin conditioning
VANILLYL BUTYL ETHER,fragrance;hair conditioning;oral care;skin conditioning
VANILLYLIDENE PENTANEDIONE,antioxidant;chelating;skin protecting
VATERIA INDICA BARK EXTRACT,antioxidant;skin conditioning
VATERIA INDICA SEED BUTTER,skin conditioning
VEGETABLE AMINO ACIDS,skin conditioning
VEGETABLE GLYCERIDES PHOSPHATE,skin conditioning;skin conditioning - emollient;surfactant - cleansing;surfactant - emulsifying
VEGETABLE OIL,hair conditioning;skin conditioning
VELVET EXTRACT,humectant;skin conditioning
VERATRALDEHYDE,perfuming
VERATRIC ACID,hair conditioning
VERATROLE,perfuming
VERATRUM OXYSEPALUM EXTRACT,skin conditioning
VERATRUM OXYSEPALUM ROOT EXTRACT,skin conditioning
VERATRYL ALCOHOL,skin conditioning
VERBASCOSIDE,antioxidant;bleaching;chelating;skin protecting
VERBASCUM DENSIFLORUM FLOWER/STEM EXTRACT,skin conditioning
VERBASCUM DENSIFLORUM ROOT EXTRACT,skin conditioning
VERBASCUM PULVERULENTUM FLOWER/STEM EXTRACT,skin conditioning
VERBASCUM THAPSUS,skin conditioning
VERBASCUM THAPSUS EXTRACT,skin conditioning;smoothing
VERBASCUM THAPSUS LEAF EXTRACT,skin conditioning
VERBENA OFFICINALIS CALLUS LYSATE,antioxidant
VERBENA OFFICINALIS EXTRACT,skin conditioning;skin conditioning - emollient
VERBENA OFFICINALIS FLOWER EXTRACT,skin conditioning
VERBENA OFFICINALIS FLOWER WATER,skin conditioning
VERBENA OFFICINALIS FLOWER/LEAF EXTRACT,fragrance;skin conditioning
VERBENA OFFICINALIS FLOWER/LEAF WATER,flavouring;fragrance;perfuming;skin conditioning
VERBENA OFFICINALIS LEAF ABSOLUTE,perfuming
VERBENA OFFICINALIS LEAF EXTRACT,fragrance;skin conditioning
VERBENA OFFICINALIS LEAF RECTIFIED OIL,perfuming
VERBENA OFFICINALIS LEAF/STEM WATER,skin conditioning
VERBENA OFFICINALIS WATER,skin conditioning
VERDYL ACETATE,perfuming
VERMICULITE,skin conditioning
VERMICULITE EXTRACT,hair conditioning;humectant;skin conditioning
VERNALDEHYDE,perfuming
VERNICIA FORDII LEAF/STEM EXTRACT,skin conditioning
VERNONIA APPENDICULATA LEAF EXTRACT,skin protecting
VERONICA AMERICANA FLOWER/LEAF/STEM EXTRACT,skin conditioning
VERONICA BECCABUNGA EXTRACT,skin conditioning
VERONICA LONGIFOLIA EXTRACT,skin conditioning - emollient
VERONICA OFFICINALIS EXTRACT,skin conditioning
VERONICA OFFICINALIS FLOWER/LEAF/STEM EXTRACT,astringent;skin conditioning
VERONICA OFFICINALIS LEAF EXTRACT,skin conditioning
VERONICASTRUM SIBIRICUM EXTRACT,humectant;skin conditioning;skin protecting
VETIVERIA ZIZANIOIDES ROOT EXTRACT ACETYLATED,perfuming
VETIVERIA ZIZANOIDES LEAF/ROOT WATER,skin conditioning
VETIVERIA ZIZANOIDES ROOT EXTRACT,perfuming;skin conditioning
VETIVERIA ZIZANOIDES ROOT OIL,fragrance;perfuming;tonic
